RunId,iteration,Step,number_of_households,number_of_steps,flood_map_choice,network,income_distribution,TotalAdaptedHouseholds,TotalActualDamage,TotalExpectedDamage,TotalAdaptationCosts,TotalCostsOfSubsidies,IncomeDistribution,AverageDamagePerPoorHousehold,AverageDamagePerMiddleClassHousehold,AverageDamagePerRichHousehold,AverageIncomeToDamagePoorHousehold,AverageIncomeToDamageMiddleClassHousehold,AverageIncomeToDamageRichHousehold
67,13,15,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",539,0.0,52629440.354595885,2260770,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,16,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",543,0.0,52532474.62875976,2277480,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,17,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",543,0.0,52532474.62875976,2277480,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,18,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",546,0.0,52471221.617223896,2291700,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,19,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",548,0.0,52427418.923254594,2297880,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,20,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",549,0.0,52379376.46711622,2302260,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,21,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",552,0.0,52294626.79103774,2311230,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,22,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",553,0.0,52276522.26253771,2314560,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,23,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",555,0.0,52069292.84556476,2473200,0,Minus10,0.0,0.0,0.0,0.0,0.0,0.0
67,13,24,1000,80,harvey,watts_strogatz,"{'Poor': [4500, 1875], 'Middle-Class': [26437.5, 10321], 'Rich': [78750, 18750]}",557,49295287.09568387,52028849.03038359,2479890,0,Minus10,24995.95078510214,47048.50370991616,122543.78389052165,5.466214290966724,1.765591411936881,1.5817268956035417
68,13,0,1000,80,harvey,watts_strogatz,"{'Poor': [6500, 1875], 'Middle-Class': [38187.5, 10321], 'Rich': [133750, 18750]}",0,0.0,77400552.63181835,0,0,Plus30,0.0,0.0,0.0,0.0,0.0,0.0
68,13,1,1000,80,harvey,watts_strogatz,"{'Poor': [6500, 1875], 'Middle-Class': [38187.5, 10321], 'Rich': [133750, 18750]}",154,0.0,74240899.82622585,263815,0,Plus30,0.0,0.0,0.0,0.0,0.0,0.0
68,13,2,1000,80,harvey,watts_strogatz,"{'Poor': [6500, 1875], 'Middle-Class': [38187.5, 10321], 'Rich': [133750, 18750]}",322,0.0,63862071.760816395,1290135,0,Plus30,0.0,0.0,0.0,0.0,0.0,0.0
68,13,3,1000,80,harvey,watts_strogatz,"{'Poor': [6500, 1875], 'Middle-Class': [38187.5, 10321], 'Rich': [133750, 18750]}",406,54979565.72685212,58398223.727756485,1916940,0,Plus30,35713.09125502231,46899.26344524098,145012.71925834747,5.635571153385141,1.2167929518504765,1.0975043397580078
69,13,0,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",0,0.0,80428720.9145676,0,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,1,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",94,0.0,78923443.72359836,113930,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,2,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",210,0.0,75901012.88658747,444080,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,3,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",304,0.0,71581105.98109336,882545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,4,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",374,0.0,66849984.38019073,1370165,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,5,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",427,0.0,63669769.149466656,1683095,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,6,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",456,0.0,61673536.73041769,1898475,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,7,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",484,0.0,60095172.18356042,2067675,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,8,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",493,0.0,59662321.75067768,2105335,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,9,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",506,0.0,58783893.90212932,2183905,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,10,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",515,0.0,58102894.87985215,2240810,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,11,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",519,0.0,57967085.50163561,2255270,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,12,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",524,0.0,57777279.383499034,2276240,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,13,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",533,0.0,57369260.711585656,2311610,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,14,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",538,0.0,57168955.72241089,2333930,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,15,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",548,0.0,56778777.86947931,2366070,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,16,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",551,0.0,56694700.82512069,2373295,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,17,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",552,0.0,56678626.11518319,2377045,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,18,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",558,0.0,56388260.87778052,2424985,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,19,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",559,0.0,56373926.324367754,2428645,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,20,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",559,0.0,56373926.324367754,2428645,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,21,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",564,0.0,56101426.873907916,2461525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,22,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",566,0.0,56017326.11872774,2469655,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,23,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",568,0.0,55946053.128386624,2475745,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,24,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",570,0.0,55935550.94499625,2479945,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,25,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",571,0.0,55890127.060020596,2484985,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,26,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",573,0.0,55837366.698829144,2491165,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,27,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",573,0.0,55837366.698829144,2491165,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,28,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",574,0.0,55822619.876721,2494405,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,29,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",575,0.0,55780298.74983831,2498575,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,30,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",577,0.0,55682709.126479916,2532775,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,31,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",577,0.0,55682709.126479916,2532775,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,32,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",578,0.0,55652769.662371695,2535955,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,33,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",579,0.0,55573467.98640802,2541265,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,34,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",580,0.0,55570027.37317822,2544295,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,35,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",582,0.0,55485843.1718835,2554705,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,36,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",582,0.0,55485843.1718835,2554705,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,37,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",583,0.0,55385077.603612795,2561365,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,38,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",583,0.0,55385077.603612795,2561365,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,39,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",583,0.0,55385077.603612795,2561365,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,40,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,41,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,42,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,43,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,44,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,45,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",584,0.0,55378840.20582941,2563525,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,46,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",586,0.0,55354328.506534755,2572045,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,47,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",587,0.0,55353141.260460235,2572545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,48,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",587,0.0,55353141.260460235,2572545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,49,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",587,0.0,55353141.260460235,2572545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,50,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",587,0.0,55353141.260460235,2572545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,51,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",587,0.0,55353141.260460235,2572545,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,52,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",589,0.0,55189595.01572588,2719035,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,53,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,54,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,55,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,56,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,57,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,58,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,59,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,60,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",591,0.0,54876408.730324864,3017385,0,Minus30,0.0,0.0,0.0,0.0,0.0,0.0
69,13,61,1000,80,harvey,watts_strogatz,"{'Poor': [3500, 1875], 'Middle-Class': [20562.5, 10321], 'Rich': [61250, 18750]}",592,51961495.56860438,54830628.35861716,3020565,0,Minus30,26270.28077936189,46361.94024168193,132656.52914533144,7.717661941607685,2.1717134817895802,2.181411964016741
70,14,0,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",0,0.0,73401138.38644584,0,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,1,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",150,0.0,70464634.27113922,205005,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,2,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",298,0.0,64296894.13189334,822145,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,3,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",435,0.0,55311693.42921548,1692510,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,4,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",488,0.0,52337119.06196935,2018820,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,5,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",522,0.0,49877528.656750314,2269730,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,6,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",540,0.0,49065837.95536813,2346665,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,7,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",561,0.0,48282136.713462606,2426665,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,8,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",577,0.0,47783471.48966218,2485375,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,9,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",582,0.0,47605405.45700587,2507665,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,10,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",591,0.0,46922163.606762275,2565205,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,11,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",599,0.0,46466255.5946751,2694955,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,12,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",601,0.0,46370531.03753419,2701525,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,13,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",603,0.0,46292222.69994983,2708845,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,14,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",608,0.0,45970759.667249836,2735395,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,15,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",609,0.0,45920081.10638682,2738845,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,16,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",611,0.0,45743329.486721076,2893180,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,17,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",611,0.0,45743329.486721076,2893180,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,18,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",613,0.0,45661375.54194788,2901340,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,19,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",616,0.0,45538958.21644566,2915950,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,20,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",616,0.0,45538958.21644566,2915950,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,21,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",616,0.0,45538958.21644566,2915950,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,22,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",618,0.0,45430321.08101867,2923480,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,23,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",618,0.0,45430321.08101867,2923480,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,24,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",618,0.0,45430321.08101867,2923480,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,25,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",619,0.0,45163173.33676801,3173860,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,26,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",619,0.0,45163173.33676801,3173860,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,27,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",620,0.0,45075473.32716498,3255760,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,28,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",621,0.0,44976724.77012496,3354040,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,29,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",621,0.0,44976724.77012496,3354040,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,30,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",621,0.0,44976724.77012496,3354040,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,31,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",621,0.0,44976724.77012496,3354040,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,32,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",621,0.0,44976724.77012496,3354040,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,33,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",622,0.0,44871607.737753496,3450565,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,34,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",623,0.0,44809220.22115572,3507895,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,35,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",623,0.0,44809220.22115572,3507895,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
70,14,36,1000,80,harvey,watts_strogatz,"{'Poor': [5000, 1875], 'Middle-Class': [29375, 10312], 'Rich': [87500, 18750]}",623,0.0,44809220.22115572,3507895,0,Base,0.0,0.0,0.0,0.0,0.0,0.0
